family,lr_obs,p_boot,p_analytic,lam_hat,d_hat,n_boot_ok,lr_star_mean,lr_star_var,degenerate,reject_longmem_boot,Ticker,Class,lb_d_lw,lb_se_lw,lb_z_lw,lb_d_lw_shiftadj,lb_bw_drift,lensB_LM,kernel_summable,kernel_degenerate,verdict
tfarch,107.89608284713722,0.001,1.4162328677721567e-25,0.1385262082504064,1.5170829330023867,999,0.4843227311186212,1.1839347631031771,False,True,UNG,Commodity,0.3775074083291571,0.0318142381487888,11.865989264417705,0.324493018644418,-0.4298210000168946,True,True,False,indeterminate
tfarch,7.609586695343751,0.004,0.0029029394967315,0.0426358466639117,0.6873377426199876,999,0.646295366903853,1.65799853360929,False,True,URA,Commodity,0.3061116880437382,0.0340206908719885,8.99780928011017,0.2296478075809147,-0.5683615008817205,True,True,False,indeterminate
tfarch,76.66543868520057,0.001,1.0125833813540596e-18,0.0873472415259583,0.7347740042183075,999,0.6209880863528554,1.3959691160688403,False,True,USO,Commodity,0.4846800017708009,0.03125,15.50976005666563,0.4763840100000188,0.070458653655857,True,True,False,indeterminate
tfarch,7.521616455810545,0.01,0.0030481475495086,0.049850898366016,0.5788837811789933,999,0.8303450455538948,2.5828443986193466,False,True,WEAT,Commodity,0.3638465887608627,0.0346687622640768,10.494940257439602,0.325111882473068,-0.2224438921473051,True,True,False,indeterminate
tfarch,15.078276770444065,0.001,5.157172301586659e-05,0.012003186519899,0.1668931103183535,999,0.603123012617783,1.5691138653355283,False,True,WOOD,Commodity,0.4679448276263845,0.0324784901230815,14.407838106175674,0.4270419143016509,-0.070930996145552,True,True,False,indeterminate
tfarch,3.083199493841676,0.068,0.0395523854547878,0.0152578008780565,0.055554854839197,999,0.6918652207854824,2.1114149725274896,False,False,ADA-USD,Cryptocurrency,0.2658667717066887,0.0365636212063565,7.271346845166096,0.1953788267692088,-0.5008704419876863,True,False,False,long-memory
tfarch,19.185483728049803,0.001,5.930597516427062e-06,0.1614540076441546,0.8978851413718407,999,0.5730943117987035,1.4355540988533797,False,True,BTC-USD,Cryptocurrency,0.3523780263474135,0.0330409300227544,10.664894302452725,0.3283952945741388,-0.2608939089198893,True,True,False,indeterminate
tfarch,2.4617893005979568,0.102,0.058322918795745,0.0081855999747712,0.1938739497260284,999,0.7977367779090806,2.0820801776210613,False,False,DOT-USD,Cryptocurrency,0.3063799070414263,0.0415227399268699,7.378605255361853,0.2328020150705749,-0.4168611754370027,True,False,False,long-memory
tfarch,1.0938253177428123,0.223,0.1478125968369115,0.0051402510668521,0.0513267565025813,999,0.7277187855273372,1.7874744849207207,False,False,ETH-USD,Cryptocurrency,0.2781611960188683,0.0365636212063565,7.607594292944659,0.1968579288232469,-0.3595898054714161,True,False,False,long-memory
tfarch,35.617795566740824,0.001,1.2004212925969267e-09,0.0703743076987622,0.7140916042779641,999,0.6729696676232018,1.7302096727838188,False,True,LTC-USD,Cryptocurrency,0.3449031489750091,0.0330409300227544,10.438663461878424,0.3236232668515886,-0.1242845037153329,True,True,False,indeterminate
tfarch,0.0,1.0,0.5,2.6254014004817347e-08,-0.1662138803281563,999,3.837851823578336e-06,2.5521968480088782e-11,True,False,SOL-USD,Cryptocurrency,0.2638300657997812,0.0406894229385579,6.483996251265865,0.112233135744772,-0.4045541294953449,False,False,True,indeterminate
tfarch,0.0,1.0,0.5,6.336981182193444e-09,-0.5568858434889152,999,4.549704948197808e-07,4.054112023447016e-13,True,False,XRP-USD,Cryptocurrency,0.3153983202653725,0.0365636212063565,8.626014324055545,0.2549325676018952,-0.6301570960505546,False,False,True,indeterminate
tfarch,9.920492524886413,0.003,0.0008172431865256,0.012615115918186,0.2987006581227062,999,0.7019464180594096,2.0574453022816805,False,True,CEW,Currency,0.2830497721728585,0.0330409300227544,8.566640587233138,0.2653208084894194,-0.6202145242303602,False,True,False,summable
tfarch,42.39893979104431,0.001,3.721518794586498e-11,0.0301012310192338,0.620310312457808,999,0.6259991235162932,1.777124915539155,False,True,FXA,Currency,0.5030455240051892,0.0313727902569079,16.0344527817198,0.50102751392613,-0.39097190939382,True,True,False,indeterminate
tfarch,37.98848361567775,0.001,3.558172345232857e-10,0.0447423454063505,0.6423928982006993,999,0.6903579404746021,2.1021066776341324,False,True,FXB,Currency,0.3999351408428849,0.0313727902569079,12.747834590671252,0.3868728120126103,-0.9453191150252496,False,True,False,summable
tfarch,52.47344437866423,0.001,2.180528211476369e-13,0.048428295582211,0.9647960447262858,999,0.6101201965298485,1.7528559253350615,False,True,FXC,Currency,0.4509702868553902,0.0313727902569079,14.374567361157546,0.4329963467969629,-0.7547659151005205,False,True,False,summable
tfarch,83.87989551539249,0.001,2.6288245722446204e-20,0.0520483155899109,1.1751209891278371,999,0.5764487000642391,1.7220000867680405,False,True,FXE,Currency,0.3889945008553095,0.0311286403182345,12.496353739788775,0.3348384200439155,-1.433079671721872,False,True,False,summable
tfarch,228.5651877644493,0.001,6.1266825794376034e-52,0.0922260676371503,1.6149373392196864,999,0.5940565873619488,1.5412667086134788,False,True,FXF,Currency,0.2882671662999607,0.0313727902569079,9.188445271822372,0.2584855182863233,-1.1246197332929633,False,True,False,summable
tfarch,14.801170241966702,0.001,5.973067343756974e-05,0.0151013930686484,0.2980091404089436,999,0.6882561483049301,1.722450306980371,False,True,FXY,Currency,0.3479073342120992,0.0316862125262238,10.979770268351476,0.3137248738582437,-0.6112651668395537,False,True,False,summable
