dgp,innov,alpha,lr,wald2,scaled,mu4,rej_lr,rej_wald,rej_scaled
garch,gauss,0.7833757466468019,0.5392950690005591,0.4897098724526798,0.5498239413245983,2.96170093176127,0,0,0
garch,gauss,0.8131665974353441,0.5348913120448628,0.7209096792572866,0.5039135530027481,3.1229487036318937,0,0,0
garch,gauss,3.219484893496006,9.395891538165188,2.653241984685274,8.273450133044763,3.271335751607981,1,0,1
garch,gauss,0.733647543667134,0.9551388635688909,1.107727086397262,0.9704933387193676,2.9683573816781927,0,0,0
garch,gauss,0.8253432723070337,0.45554446011237815,0.6308299142961418,0.46990858621438536,2.9388641683791072,0,0,0
garch,gauss,0.6807918248949905,1.8684294662477328,4.286126031344448,1.907472439027282,2.959063132991364,0,1,0
garch,gauss,0.8906054198595208,0.12226981877802245,0.134442258278765,0.13197234863614205,2.852961170148298,0,0,0
garch,gauss,0.8151484387130548,0.456761422913587,0.5543241863132695,0.47321950597724527,2.9304420766440273,0,0,0
garch,gauss,0.8045942061062478,0.625159891482781,0.7972670563373293,0.6209604422941721,3.0135256576831004,0,0,0
garch,gauss,0.6989476188087318,0.8360432108288478,0.8644960455236915,0.8046548863591336,3.07801686164298,0,0,0
garch,gauss,0.736952643821976,1.00836337658302,1.1610326265227662,0.9439049457956135,3.136578224480167,0,0,0
garch,gauss,1.361595270563563,0.6699316537567483,0.27426424142831907,0.6380028624242785,3.100089805901958,0,0,0
garch,gauss,1.047384968835214,0.029068823356567464,0.03303031902268304,0.028463530754956355,3.0425310975523097,0,0,0
garch,gauss,1.3529203155584075,1.0560203211466614,1.1179557859239377,1.1032566826654584,2.9143692265617203,0,0,0
garch,gauss,0.6966790612554387,2.0308339481266273,5.590584871517352,2.2000969663713685,2.8461313107268107,0,1,0
garch,gauss,4.839098447118202,10.632904952673698,1.5547379280778595,10.865329538974379,2.9572172044175993,1,0,1
garch,gauss,1.0065213931104138,0.0006685467933493783,0.0008130792615230687,0.0006763566344911705,2.9769061446475864,0,0,0
garch,gauss,0.6057424307311245,3.17914883505955,6.602878280634094,3.3821709964968507,2.8799456552329348,0,1,0
garch,gauss,1.0908681569857508,0.04790595984150059,0.022559757493038946,0.050023452317957025,2.9153400104016285,0,0,0
garch,gauss,0.8158275895622071,0.37900070446835343,0.3692328520429451,0.3954588527123818,2.916764294787461,0,0,0
