Ticker,Class,Sector,K,T,GARCH_LLF,GARCH_BIC,GARCH_beta,LKV_LLF,LKV_BIC,LR_stat,LR_df,LR_pval,LR_reject05,BIC_favors_spline,Half_Life,Tenth_Life,Hundredth_Life,SE_alpha,SE_c,SE_R2,SE_n_lags,Slope_1_5d,Slope_5_21d,Slope_21_63d,Slope_63_252d,g_1,g_2,g_5,g_10,g_21,g_42,g_63,g_126,g_252
EWH,International,Hong Kong,6,6599,-4445.627517,8926.115931,0.910714,-4428.191736,8934.820489,34.871562,5,0.000002,True,False,5,19,114,0.221982,2.858593,0.930066,99,-0.494097,-1.235781,-1.901028,-1.673008,1.000000,0.742177,0.448207,0.248459,0.078193,0.016912,0.010260,0.009104,0.001247
EWT,International,Taiwan,6,6479,-5039.485803,10113.752963,0.904452,-5011.297655,10100.853364,56.376296,5,0.000000,True,True,6,17,129,0.149050,4.382453,0.950843,99,-0.283747,-1.552524,-1.012116,-2.561886,1.000000,0.996444,0.613607,0.234285,0.071212,0.031295,0.022730,0.010415,0.000876
FXE,Currency,EUR/USD,6,5105,689.089762,-1344.443408,0.958405,689.886352,-1303.866443,1.593180,5,0.902073,False,False,33,49,63,2.155101,0.000608,0.991549,94,0.062699,-0.436953,-3.825265,-6.053454,1.000000,1.162590,1.086867,0.766488,0.602173,0.235216,0.008799,0.000001,0.000001
FXY,Currency,JPY/USD,6,4812,263.680196,-493.887475,0.929467,278.195564,-481.077066,29.030737,5,0.000023,True,False,7,21,139,0.211509,2.460614,0.973816,99,-0.271827,-1.360679,-0.966970,-2.100532,1.000000,0.981705,0.627878,0.266162,0.095051,0.046714,0.031894,0.012299,0.002049
FXB,Currency,GBP/USD,6,4971,427.464363,-821.310836,0.918270,433.148354,-790.656456,11.367982,5,0.044553,True,False,10,25,109,0.268373,1.655051,0.890652,97,-0.079979,-1.340577,-1.366633,-16.967382,1.000000,1.086817,0.859411,0.443632,0.133456,0.037823,0.030560,0.001785,0.000000
FXA,Currency,AUD/USD,6,4971,-506.132729,1045.883347,0.944794,-504.301766,1084.243783,3.661925,5,0.599040,False,False,12,43,99,0.806921,0.118578,0.998504,97,-0.063277,-0.853104,-1.786299,-1.175942,1.000000,1.051840,0.889273,0.569661,0.272146,0.101100,0.038802,0.005717,0.005777
FXC,Currency,CAD/USD,6,4971,1126.668523,-2219.719157,0.953777,1127.509279,-2179.378306,1.681511,5,0.891221,False,False,15,47,61,2.033251,0.001082,0.992413,97,-0.045582,-0.509431,-3.824011,-6.069456,1.000000,1.076618,0.913308,0.604049,0.455464,0.177327,0.006642,0.000001,0.000001
FXF,Currency,CHF/USD,6,4971,87.773652,-141.929414,0.949759,100.189449,-124.738647,24.831594,5,0.000150,True,False,34,41,48,3.000000,0.000048,0.975778,59,0.070293,-0.178686,-11.232489,-10.378449,1.000000,1.170340,1.099983,0.808300,0.878093,0.067403,0.000004,0.000000,0.000000
GLD,Commodity,Precious Metals,6,5373,-2522.053982,5078.070538,0.920912,-2503.869690,5084.155174,36.368583,5,0.000001,True,False,9,23,127,0.183298,2.697405,0.934478,95,0.029357,-1.631124,-0.612603,-5.226260,1.000000,1.351362,1.001121,0.345388,0.106899,0.065718,0.050875,0.010213,0.000071
SLV,Commodity,Precious Metals,6,5011,-4874.115815,9781.885178,0.930651,-4866.219726,9808.159936,15.792177,5,0.007463,True,False,6,25,118,0.244984,1.980228,0.946260,99,-0.369371,-1.035214,-1.467938,-8.174644,1.000000,0.812126,0.547521,0.331419,0.127264,0.037865,0.026471,0.006448,0.000001
USO,Commodity,Energy,6,5024,-5433.283616,10900.232302,0.882910,-5430.033709,10935.813823,6.499816,5,0.260574,False,False,5,19,41,1.614291,0.012813,0.977711,72,-0.481012,-1.180201,-7.220931,-9.886166,1.000000,0.800000,0.452813,0.210320,0.086803,0.007976,0.000032,0.000000,0.000000
UNG,Commodity,Energy,6,4768,-6520.349208,13074.130267,0.916830,-6513.389788,13102.001243,13.918839,5,0.016133,True,False,15,27,53,0.554752,0.496352,0.872254,93,0.065647,-1.187414,-3.197088,0.262592,1.000000,1.098962,1.102552,0.819528,0.208826,0.018645,0.007083,0.007550,0.008340
DBA,Commodity,Agriculture,6,4838,-1318.373767,2670.244519,0.929609,-1316.169787,2707.707790,4.407960,5,0.492292,False,False,10,38,48,2.666583,0.000162,0.988914,66,-0.003434,-0.860557,-8.244142,-13.191708,1.000000,1.219768,0.962177,0.465462,0.299152,0.041210,0.000033,0.000000,0.000000
DBB,Commodity,Industrial Metals,6,4838,-3020.446572,6074.390128,0.940246,-3006.281131,6087.930478,28.330882,5,0.000031,True,False,7,21,130,0.059223,10.000000,0.795210,97,-0.175335,-1.442073,-0.328374,-9.289158,1.000000,1.094126,0.728376,0.284232,0.099472,0.064220,0.065824,0.012612,0.000001
DBC,Commodity,Broad Commodity,6,5068,-2671.696265,5377.096349,0.926903,-2656.753602,5389.340796,29.885326,5,0.000016,True,False,7,23,104,0.383285,0.909330,0.981377,98,-0.230281,-1.333938,-1.025264,-0.949418,1.000000,1.031318,0.669038,0.274275,0.105787,0.060030,0.032688,0.007060,0.007251
TLT,Fixed Income,Long Govt,6,5955,-1704.597708,3443.609633,0.936999,-1693.761901,3464.955790,21.671615,5,0.000604,True,False,5,26,91,0.450851,0.683584,0.993348,99,-0.488798,-0.939515,-1.400426,-0.976570,1.000000,0.760536,0.450507,0.247078,0.120020,0.055643,0.025679,0.004991,0.005258
IEF,Fixed Income,Medium Govt,6,5955,2437.965556,-4841.516894,0.938521,2442.544989,-4807.657989,9.158867,5,0.102893,False,False,9,43,90,0.762066,0.150819,0.982797,97,-0.128412,-1.041711,-1.398549,-1.551756,1.000000,1.067559,0.792918,0.399538,0.188267,0.101288,0.039186,0.003267,0.003373
SHY,Fixed Income,Short Govt,6,5955,11560.233958,-23086.053699,0.931959,11574.455097,-23071.478206,28.442278,5,0.000030,True,False,4,23,73,0.766041,0.187500,0.931894,99,-0.573899,-0.951380,-1.446159,-8.859849,1.000000,0.740217,0.390788,0.186221,0.102948,0.065992,0.020086,0.000158,0.000000
HYG,Fixed Income,High Yield,6,4773,1981.268986,-3929.101432,0.878107,2020.147558,-3965.062903,77.757145,5,0.000000,True,True,4,13,45,0.288074,2.271234,0.996486,99,-0.674970,-1.485020,-1.898698,-1.643130,1.000000,0.690427,0.332098,0.137562,0.041086,0.011372,0.005161,0.001402,0.000503
LQD,Fixed Income,Investment Grade,6,5955,2368.668198,-4702.922179,0.887942,2397.618451,-4717.804913,57.900505,5,0.000000,True,True,2,14,43,0.370282,1.507151,0.989758,99,-1.010396,-0.879783,-2.565418,-0.649795,1.000000,0.451962,0.199736,0.133154,0.055118,0.010269,0.003591,0.001119,0.001126
BTC-USD,Crypto,Bitcoin,6,4214,-6149.998588,12332.872324,0.830166,-6131.723494,12337.416073,36.550187,5,0.000001,True,False,5,12,42,0.095736,10.000000,0.931375,99,-0.433574,-2.056691,-1.195200,-0.094250,1.000000,0.952460,0.477504,0.130842,0.027473,0.009952,0.007071,0.005703,0.005763
ETH-USD,Crypto,Ethereum,6,3065,-4842.908159,9717.208930,0.828799,-4822.124737,9714.882852,41.566843,5,0.000000,True,True,6,11,104,0.078430,10.000000,0.781774,97,-0.205275,-2.222871,0.077068,-0.975321,1.000000,1.311053,0.671495,0.126360,0.031896,0.035769,0.029480,0.006859,0.006905
LTC-USD,Crypto,Litecoin,6,4214,-7556.379270,15145.633688,0.893619,-7508.487406,15090.943896,95.783728,5,0.000000,True,True,3,12,16,0.114740,10.000000,0.071591,62,-0.483493,-6.293241,-3.357345,-24.373406,1.000000,0.573922,0.476168,0.257071,0.000062,0.000000,0.000004,0.000000,0.000000
XRP-USD,Crypto,Ripple,6,3065,-5178.179811,10387.752235,0.601985,-5149.444194,10369.521765,57.471235,5,0.000000,True,True,3,5,10,0.770896,0.389701,0.500034,64,-1.544093,-1.571723,-6.685801,-10.647457,1.000000,0.500757,0.078290,0.008841,0.008973,0.015279,0.000004,0.000000,0.000000
^VIX,Volatility,Vol Index,6,6599,-14749.410851,29533.682598,0.693056,-14700.447873,29479.332763,97.925955,5,0.000000,True,True,3,7,22,0.098232,10.000000,0.454822,99,-1.088746,-1.994122,-0.175023,0.092247,1.000000,0.573953,0.167791,0.038139,0.010262,0.007529,0.007723,0.007814,0.008713
AAPL,US Stock,Mega-Cap Tech,6,6599,-6954.427317,13943.715530,0.900434,-6924.829842,13928.096700,59.194950,5,0.000000,True,True,4,18,131,0.081838,10.000000,0.750076,99,-0.525827,-1.312499,-1.602749,-7.196355,1.000000,0.718946,0.426580,0.236353,0.066577,0.013279,0.012292,0.012584,0.000002
MSFT,US Stock,Mega-Cap Tech,6,6599,-5707.459289,11449.779473,0.931055,-5652.027775,11382.492566,110.863027,5,0.000000,True,True,4,17,73,0.385765,1.072039,0.293141,77,-0.537473,-1.327747,0.579883,-14.073866,1.000000,0.721613,0.417850,0.221761,0.063985,0.025286,0.126906,0.000000,0.000000
GOOG,US Stock,Mega-Cap Tech,6,5437,-5156.411051,10346.836913,0.954260,-5125.340585,10327.214494,62.140932,5,0.000000,True,True,7,16,121,0.058741,10.000000,0.673933,96,-0.074393,-1.709218,0.243601,-5.648629,1.000000,1.346167,0.837746,0.221365,0.081207,0.109049,0.091596,0.007777,0.000067
AMZN,US Stock,Mega-Cap Tech,6,6599,-8226.917653,16488.696202,0.856055,-8087.063381,16252.563779,279.708543,5,0.000000,True,True,3,8,252,0.084075,10.000000,0.471289,99,-0.852878,-1.825639,0.160851,-0.022761,1.000000,0.700134,0.243847,0.058258,0.019180,0.020372,0.020304,0.011983,0.018073
NVDA,US Stock,Mega-Cap Tech,6,6599,-9794.366560,19623.594016,0.924526,-9735.703793,19549.844602,117.325534,5,0.000000,True,True,3,14,96,0.086893,10.000000,0.973035,99,-0.834466,-1.107542,-1.439055,-0.796455,1.000000,0.564653,0.260762,0.137235,0.053627,0.017565,0.011386,0.009046,0.003921
META,US Stock,Mega-Cap Tech,6,3485,-3836.729952,7705.459961,0.977018,-3780.695805,7633.391736,112.068295,5,0.000000,True,True,5,16,112,0.064203,10.000000,-0.086990,99,-0.466486,-1.606921,-0.093876,-33.181325,1.000000,0.806845,0.463642,0.203699,0.048649,0.015758,0.045363,0.000249,0.000000
JPM,US Stock,Large Value,6,6599,-5985.484759,12005.830413,0.907256,-5948.496223,11975.429462,73.977072,5,0.000000,True,True,5,15,86,0.235730,2.465406,0.987344,99,-0.483297,-1.420719,-1.050540,-2.287300,1.000000,0.841186,0.447329,0.171682,0.061798,0.032303,0.018691,0.003990,0.000842
JNJ,US Stock,Large Value,6,6599,-3006.051364,6046.963624,0.892949,-2988.954801,6056.346618,34.193127,5,0.000002,True,False,3,18,39,0.329516,1.815815,0.931608,99,-0.649841,-1.152753,-2.855715,0.315476,1.000000,0.611470,0.353784,0.234944,0.067776,0.007681,0.003312,0.003922,0.004323
XOM,US Stock,Large Value,6,6599,-4940.641841,9916.144578,0.916772,-4930.437037,9939.311090,20.409608,5,0.001047,True,False,6,22,75,0.570764,0.432246,0.989420,99,-0.306662,-1.254908,-1.583199,-1.450185,1.000000,0.942638,0.595252,0.264297,0.104143,0.046463,0.017792,0.001778,0.001783
PG,US Stock,Large Value,6,6599,-3141.191292,6317.243480,0.904213,-3121.970168,6322.377353,38.442247,5,0.000000,True,False,5,13,72,0.382321,1.144441,0.949066,99,-0.557743,-1.424210,-1.058873,-1.604543,1.000000,0.815625,0.395468,0.137208,0.054537,0.036423,0.015853,0.001280,0.001301
KO,US Stock,Large Value,6,6599,-3181.017641,6396.896179,0.924990,-3146.032643,6370.502302,69.969997,5,0.000000,True,True,5,11,81,0.409683,0.887928,0.796042,99,-0.538165,-1.443822,-0.337730,-2.891680,1.000000,0.884043,0.403661,0.116005,0.055027,0.072954,0.033038,0.000956,0.000488
PFE,US Stock,Large Value,6,6599,-4951.004191,9936.869277,0.896710,-4927.658327,9933.753670,46.691727,5,0.000000,True,True,4,14,74,0.723598,0.278294,0.542072,84,-0.602677,-1.458917,-0.465284,-18.748523,1.000000,0.743035,0.371649,0.150086,0.048047,0.022817,0.028417,0.000000,0.000000
IBM,US Stock,Classic Tech,6,6599,-5062.776636,10160.414169,0.858708,-4911.873647,9902.184310,301.805979,5,0.000000,True,True,6,17,72,0.133230,4.888801,0.218232,74,-0.353848,-1.588500,1.292097,-12.097510,1.000000,0.886627,0.554315,0.247389,0.060079,0.029358,0.253875,0.000000,0.000000
GE,US Stock,Classic Industrial,6,6599,-6065.060159,12164.981214,0.952775,-6011.985392,12102.407800,106.149534,5,0.000000,True,True,4,11,116,0.072054,10.000000,0.859730,99,-0.729853,-1.253346,-0.178699,-3.866191,1.000000,0.693582,0.301901,0.111255,0.052260,0.050058,0.039706,0.007327,0.000277
INTC,US Stock,Classic Tech,6,6599,-7402.273347,14839.407590,0.963493,-7335.603170,14749.643356,133.340354,5,0.000000,True,True,2,10,136,0.084019,10.000000,0.751067,99,-1.280373,-0.594940,-1.378129,-4.036296,1.000000,0.346885,0.131002,0.099208,0.052752,0.015497,0.012661,0.013261,0.000098
CSCO,US Stock,Classic Tech,6,6599,-6385.476462,12805.813820,0.844340,-6190.047985,12458.532986,390.856955,5,0.000000,True,True,5,15,71,0.131756,5.480058,0.243391,74,-0.450601,-1.689106,1.206107,-11.852398,1.000000,0.844334,0.472968,0.187061,0.044564,0.023513,0.168274,0.000000,0.000000
T,US Stock,Classic Telecom,6,6599,-4691.044584,9416.950064,0.950345,-4626.758053,9331.953122,128.573063,5,0.000000,True,True,3,16,71,0.173789,3.449523,0.256397,73,-0.784093,-0.955258,0.476681,-11.473115,1.000000,0.584780,0.282778,0.156579,0.072193,0.047966,0.122831,0.000000,0.000000
BAC,US Stock,Banks,6,6599,-6458.536471,12951.933838,0.917778,-6414.081549,12906.600114,88.909844,5,0.000000,True,True,5,12,77,0.408367,0.947507,0.889365,99,-0.546313,-1.414738,-0.732500,-1.943944,1.000000,0.846384,0.400890,0.128730,0.056427,0.052222,0.022759,0.001140,0.001144
GS,US Stock,Banks,6,6599,-6422.155424,12879.171743,0.922605,-6389.482280,12857.401576,65.346287,5,0.000000,True,True,5,15,73,0.573760,0.450498,0.403558,78,-0.505290,-1.371390,0.082301,-15.169373,1.000000,0.811766,0.433219,0.175770,0.063830,0.042798,0.067362,0.000000,0.000000
C,US Stock,Banks,6,6599,-6716.877538,13468.615972,0.914282,-6680.650602,13439.738221,72.453871,5,0.000000,True,True,3,14,71,0.275650,2.074504,0.996595,99,-0.759550,-1.096429,-1.439366,-1.853890,1.000000,0.618366,0.292300,0.143146,0.061729,0.025855,0.012702,0.002716,0.000935
MS,US Stock,Banks,6,6599,-7191.133601,14417.128098,0.914077,-7171.914460,14422.265936,38.438282,5,0.000000,True,False,4,18,74,0.348549,1.329467,0.999822,99,-0.591919,-1.118473,-1.601454,-1.924726,1.000000,0.706286,0.381771,0.194025,0.078762,0.028799,0.013686,0.003079,0.000928
CVX,US Stock,Energy,6,6599,-5161.342716,10357.546329,0.905660,-5152.497977,10383.432971,17.689478,5,0.003362,True,False,7,21,72,0.445860,0.806198,0.993448,99,-0.276297,-1.359386,-1.809737,-1.573520,1.000000,0.949452,0.626488,0.289531,0.094332,0.029006,0.012983,0.003061,0.001339
COP,US Stock,Energy,6,6599,-6450.694643,12936.250183,0.930969,-6437.219563,12952.876142,26.950161,5,0.000058,True,False,3,23,72,0.429827,0.866178,0.995519,99,-0.709072,-0.747970,-1.979423,-1.612469,1.000000,0.586173,0.321679,0.221514,0.108968,0.031362,0.013089,0.003255,0.001284
SLB,US Stock,Energy,6,6599,-7374.645486,14784.151868,0.949274,-7367.246644,14812.930304,14.797684,5,0.011263,True,False,6,37,98,0.608483,0.298428,0.995054,99,-0.405925,-0.715213,-1.555132,-1.093507,1.000000,0.778040,0.517729,0.340388,0.188155,0.081608,0.034598,0.005934,0.005937
WMT,US Stock,Consumer,6,6599,-4241.049319,8516.959534,0.929623,-4203.595381,8485.627778,74.907876,5,0.000000,True,True,2,10,106,0.081031,10.000000,0.953098,99,-1.068174,-0.894787,-0.832873,-5.368640,1.000000,0.464875,0.179972,0.095082,0.049340,0.026778,0.019812,0.005030,0.000024
MCD,US Stock,Consumer,6,6599,-3988.335176,8011.531248,0.926931,-3962.173035,8002.783087,52.324282,5,0.000000,True,True,3,13,71,0.322566,1.582151,0.971271,99,-0.922545,-0.869698,-1.426004,-1.136115,1.000000,0.525238,0.226718,0.122198,0.064934,0.031264,0.013562,0.002115,0.002184
NKE,US Stock,Consumer,6,6599,-6250.445657,12535.752210,0.963835,-6170.142451,12418.721918,160.606413,5,0.000000,True,True,6,11,118,0.069349,10.000000,0.640111,98,-0.338203,-1.886298,0.420452,-1.566870,1.000000,1.134003,0.546899,0.118053,0.041145,0.065193,0.054966,0.008553,0.005927
HD,US Stock,Consumer,6,6599,-5281.930921,10598.722739,0.918803,-5264.715250,10607.867517,34.431342,5,0.000002,True,False,4,20,72,0.365985,1.209228,0.995612,99,-0.535806,-1.086348,-1.822780,-1.667049,1.000000,0.721386,0.419074,0.232321,0.090211,0.026523,0.012573,0.003926,0.001229
COST,US Stock,Consumer,6,6599,-4934.347168,9903.555232,0.942960,-4892.902112,9864.241240,82.890112,5,0.000000,True,True,3,17,97,0.191838,3.411215,0.989101,99,-0.673042,-1.092575,-1.475524,-0.158393,1.000000,0.649540,0.336562,0.178247,0.071426,0.024738,0.014442,0.009042,0.010064
UNH,US Stock,Healthcare,6,6599,-6208.798255,12452.457405,0.894146,-6152.914641,12384.266299,111.767227,5,0.000000,True,True,8,17,174,0.143486,4.098738,0.920329,96,-0.054652,-1.783332,-0.451924,-1.035182,1.000000,1.322210,0.869296,0.251634,0.075366,0.056384,0.041543,0.012920,0.009340
ABT,US Stock,Healthcare,6,6599,-4771.484442,9577.829781,0.944983,-4749.806604,9578.050224,43.355677,5,0.000000,True,False,3,23,146,0.177138,3.451336,0.874251,99,-0.594958,-0.809615,-1.864738,-3.526189,1.000000,0.623994,0.387585,0.294836,0.120195,0.024882,0.017032,0.017210,0.000235
MRK,US Stock,Healthcare,6,6599,-5584.391670,11203.644236,0.907258,-5561.721268,11201.879552,45.340805,5,0.000000,True,True,3,13,93,0.083929,10.000000,0.889535,99,-0.891687,-1.075857,-0.995025,-30.768705,1.000000,0.529022,0.238819,0.132004,0.050989,0.017226,0.017841,0.000019,0.000000
CAT,US Stock,Industrials,6,6599,-6671.431834,13377.724565,0.948647,-6655.867404,13390.171825,31.128860,5,0.000009,True,False,11,53,252,0.589880,0.259088,0.985267,95,0.070660,-1.148537,-1.004537,-0.828652,1.000000,1.282257,1.084287,0.523394,0.224781,0.130797,0.071555,0.016116,0.018488
BA,US Stock,Industrials,6,6599,-6606.021327,13246.903550,0.928737,-6575.049467,13228.535950,61.943721,5,0.000000,True,True,5,18,100,0.269864,1.856951,0.995337,99,-0.477562,-1.210034,-1.160276,-0.958024,1.000000,0.806424,0.454915,0.207260,0.083725,0.040401,0.022931,0.007118,0.005400
MMM,US Stock,Industrials,6,6599,-5065.855107,10166.571110,0.929785,-4991.485550,10061.408116,148.739114,5,0.000000,True,True,8,20,196,0.064231,10.000000,0.662528,97,-0.142358,-1.579125,-0.629665,-2.383846,1.000000,1.121209,0.767877,0.297005,0.086512,0.040475,0.042028,0.050068,0.002516
HON,US Stock,Industrials,6,6599,-5123.036295,10280.933487,0.920888,-5084.861725,10248.160466,76.349141,5,0.000000,True,True,5,16,95,0.254307,2.051721,0.982060,99,-0.443749,-1.352567,-0.941920,-0.884108,1.000000,0.867356,0.476475,0.187038,0.072595,0.042663,0.024559,0.006042,0.006084
TSLA,US Stock,High Vol,6,3962,-5934.628154,11901.850091,0.954411,-5930.174568,11933.685148,8.907171,5,0.112825,False,False,4,32,135,0.344474,1.016208,0.989317,99,-0.537534,-0.609045,-1.472798,-3.437605,1.000000,0.665105,0.423441,0.319689,0.175523,0.062940,0.036592,0.012443,0.000450
AMD,US Stock,High Vol,6,6599,-10730.715620,21496.292137,0.945429,-10675.273980,21428.984977,110.883280,5,0.000000,True,True,6,14,78,0.952302,0.085118,0.369392,86,-0.384408,-1.574403,0.613888,-20.394876,1.000000,0.968033,0.518342,0.165875,0.058750,0.060850,0.105273,0.000000,0.000000
