Ticker,Class,Sector,K,T,GARCH_LLF,GARCH_BIC,GARCH_beta,LKV_LLF,LKV_BIC,LR_stat,LR_df,LR_pval,LR_reject05,BIC_favors_spline,Half_Life,Tenth_Life,Hundredth_Life,SE_alpha,SE_c,SE_R2,SE_n_lags,Slope_1_5d,Slope_5_21d,Slope_21_63d,Slope_63_252d,g_1,g_2,g_5,g_10,g_21,g_42,g_63,g_126,g_252
DBB,Commodity,Industrial Metals,8,4838,-3020.446572,6074.390128,0.940246,-3005.817795,6103.752298,29.257553,7,0.000130,True,False,7,27,119,0.058830,10.000000,0.705796,97,-0.169051,-1.071098,-0.895754,-19.938860,1.000000,1.027751,0.712593,0.227082,0.136454,0.053724,0.056990,0.003905,0.000000
DBC,Commodity,Broad Commodity,8,5068,-2671.696265,5377.096349,0.926903,-2656.480685,5405.646872,30.431159,7,0.000079,True,False,7,20,103,0.353676,1.059239,0.967984,98,-0.295662,-1.436047,-0.770468,-1.056868,1.000000,1.039948,0.618633,0.311866,0.091913,0.059254,0.035249,0.006618,0.006822
TLT,Fixed Income,Long Govt,8,5955,-1704.597708,3443.609633,0.936999,-1693.700744,3482.040585,21.793928,7,0.002757,True,False,5,26,91,0.455902,0.664577,0.994282,99,-0.516970,-0.901649,-1.407222,-0.970955,1.000000,0.820528,0.435821,0.256590,0.122574,0.055977,0.025926,0.005084,0.005357
IEF,Fixed Income,Medium Govt,8,5955,2437.965556,-4841.516894,0.938521,2443.367787,-4792.096476,10.804463,7,0.147379,False,False,10,49,70,2.960975,0.000022,0.735940,77,-0.316622,-1.205247,-1.088652,-14.927224,1.000000,1.136244,0.621674,0.461016,0.141204,0.132647,0.034447,0.000000,0.000000
SHY,Fixed Income,Short Govt,8,5955,11560.233927,-23086.053637,0.931957,11581.649306,-23068.659513,42.830757,7,0.000000,True,False,4,19,82,0.730981,0.206887,0.819429,98,-0.921875,-0.883071,-0.626878,-30.459587,1.000000,1.103231,0.252116,0.267296,0.083764,0.063713,0.035536,0.000000,0.000000
HYG,Fixed Income,High Yield,8,4773,1981.268986,-3929.101432,0.878107,2022.429379,-3952.908274,82.320786,7,0.000000,True,True,3,13,53,0.293512,2.190570,0.983435,99,-0.773649,-1.765918,-1.222235,-1.309730,1.000000,0.740439,0.297614,0.171187,0.029770,0.013402,0.006681,0.000871,0.000871
LQD,Fixed Income,Investment Grade,8,5955,2368.668198,-4702.922179,0.887942,2399.118551,-4703.598003,60.900705,7,0.000000,True,True,3,15,45,0.339617,1.726383,0.992130,99,-1.142764,-0.971940,-2.075194,-0.822643,1.000000,0.574592,0.171951,0.170921,0.046947,0.011312,0.004689,0.001163,0.001186
BTC-USD,Crypto,Bitcoin,8,4214,-6149.998588,12332.872324,0.830166,-6108.119857,12306.646373,83.757462,7,0.000000,True,True,2,8,44,0.099244,10.000000,0.910543,99,-0.288753,-2.183367,-1.145853,-0.271734,1.000000,0.328780,0.501948,0.038583,0.020144,0.010453,0.006277,0.003786,0.003800
ETH-USD,Crypto,Ethereum,8,3065,-4842.908159,9717.208930,0.828800,-4813.458506,9713.246697,58.899305,7,0.000000,True,True,6,8,120,0.081603,10.000000,0.843098,99,-0.086078,-1.644404,-1.083487,-1.550977,1.000000,0.662310,0.692495,0.043819,0.049130,0.030498,0.017907,0.009337,0.002266
LTC-USD,Crypto,Litecoin,8,4214,-7556.379282,15145.633712,0.893624,-7493.142711,15076.692080,126.473143,7,0.000000,True,True,2,8,24,0.115680,10.000000,0.138584,73,-0.459790,0.071357,-9.784832,-24.477843,1.000000,0.453641,0.391776,0.090217,0.063566,0.000000,0.000015,0.000000,0.000000
XRP-USD,Crypto,Ripple,8,3065,-5178.179813,10387.752238,0.601984,-5137.293703,10360.917091,81.772219,7,0.000000,True,True,2,7,9,0.150044,10.000000,0.055657,51,-1.003043,-6.782042,-16.068672,-0.313728,1.000000,0.201945,0.169236,0.003613,0.000079,0.009370,0.000000,0.000000,0.000000
^VIX,Volatility,Vol Index,8,6599,-14749.410848,29533.682592,0.693056,-14699.316471,29494.500407,100.188753,7,0.000000,True,True,3,7,20,0.097591,10.000000,0.378817,99,-1.236576,-2.029907,0.093989,0.035262,1.000000,0.699311,0.141087,0.050193,0.009102,0.007209,0.008450,0.008180,0.009062
AAPL,US Stock,Mega-Cap Tech,8,6599,-6954.427317,13943.715530,0.900434,-6924.598287,13945.064038,59.658060,7,0.000000,True,False,5,19,51,0.082170,10.000000,0.725120,99,-0.499131,-1.202813,-1.850336,-8.743794,1.000000,0.710474,0.438518,0.218512,0.074629,0.012329,0.011147,0.011597,0.000000
MSFT,US Stock,Mega-Cap Tech,8,6599,-5707.459289,11449.779473,0.931055,-5646.945916,11389.759297,121.026745,7,0.000000,True,True,6,10,72,0.095524,8.058220,0.272107,74,-0.311659,-0.883786,0.061028,-12.240526,1.000000,0.559835,0.519824,0.091781,0.093888,0.015727,0.155928,0.000000,0.000000
GOOG,US Stock,Mega-Cap Tech,8,5437,-5156.411051,10346.836913,0.954260,-5119.357302,10332.255332,74.107499,7,0.000000,True,True,6,12,108,0.069428,10.000000,0.720403,99,-0.180405,-2.021331,0.333725,-5.125475,1.000000,0.565838,0.665710,0.133498,0.044016,0.064423,0.054271,0.004610,0.000074
AMZN,US Stock,Mega-Cap Tech,8,6599,-8226.917653,16488.696202,0.856054,-8033.996013,16163.859490,385.843280,7,0.000000,True,True,2,11,72,0.074459,10.000000,0.170954,73,-0.348524,-0.859677,0.629230,-11.653739,1.000000,0.390398,0.487975,0.102102,0.094961,0.016274,0.295806,0.000000,0.000000
NVDA,US Stock,Mega-Cap Tech,8,6599,-9794.366560,19623.594016,0.924526,-9734.745854,19565.359172,119.241412,7,0.000000,True,True,2,11,58,0.112482,7.490962,0.961382,99,-0.707303,-1.008335,-1.876289,-0.734529,1.000000,0.465005,0.300535,0.103149,0.062505,0.016426,0.009177,0.009197,0.003446
META,US Stock,Mega-Cap Tech,8,3485,-3836.729942,7705.459940,0.977017,-3778.500462,7645.001078,116.458960,7,0.000000,True,True,4,17,130,0.064343,10.000000,0.000048,98,-0.737148,-1.644437,0.282052,-14.379957,1.000000,1.121027,0.339538,0.363911,0.043700,0.023591,0.048744,0.014738,0.000000
JPM,US Stock,Large Value,8,6599,-5985.484759,12005.830413,0.907256,-5941.292321,11978.452106,88.384876,7,0.000000,True,True,5,22,95,0.265476,2.034404,0.974080,98,-0.527417,-0.800563,-1.948095,-2.710811,1.000000,1.156527,0.411706,0.127936,0.103284,0.029637,0.014301,0.006393,0.000426
JNJ,US Stock,Large Value,8,6599,-3006.051364,6046.963624,0.892949,-2987.785582,6071.438629,36.531564,7,0.000006,True,False,2,17,37,0.263753,2.659335,0.927005,99,-0.675295,-1.449322,-2.371383,0.224685,1.000000,0.490524,0.341196,0.248813,0.048793,0.007157,0.003714,0.004037,0.004430
XOM,US Stock,Large Value,8,6599,-4940.641841,9916.144578,0.916772,-4930.029516,9955.926496,21.224651,7,0.003452,True,False,6,22,76,0.565956,0.438088,0.987422,98,-0.378144,-1.229666,-1.478752,-1.495102,1.000000,1.051672,0.544942,0.285893,0.101600,0.047509,0.018908,0.001783,0.001791
PG,US Stock,Large Value,8,6599,-3141.191292,6317.243480,0.904213,-3121.883624,6339.634712,38.615336,7,0.000002,True,False,5,12,71,0.385823,1.126863,0.957253,99,-0.526394,-1.363288,-1.218885,-1.489387,1.000000,0.796557,0.409731,0.127896,0.058786,0.035555,0.014909,0.001415,0.001434
KO,US Stock,Large Value,8,6599,-3181.017641,6396.896179,0.924990,-3129.962898,6355.793260,102.109488,7,0.000000,True,True,4,15,71,0.949049,0.097235,0.415958,78,-1.022094,-1.371208,0.361811,-15.574302,1.000000,1.324270,0.221610,0.235906,0.043779,0.072042,0.045552,0.000000,0.000000
PFE,US Stock,Large Value,8,6599,-4951.004191,9936.869277,0.896710,-4926.665906,9949.199277,48.676568,7,0.000000,True,False,4,14,74,0.862611,0.157632,0.551223,86,-0.689937,-1.616200,-0.204059,-19.616211,1.000000,0.891483,0.339223,0.185056,0.039906,0.025041,0.027915,0.000000,0.000000
IBM,US Stock,Classic Tech,8,6599,-5062.776636,10160.414169,0.858708,-4902.936801,9901.741067,319.679670,7,0.000000,True,True,7,12,72,0.067701,10.000000,0.119189,71,0.055184,-1.384785,0.957177,-11.626370,1.000000,0.788020,0.912158,0.113316,0.091241,0.035276,0.351362,0.000000,0.000000
