Ticker,Class,Sector,K,T,GARCH_LLF,GARCH_BIC,GARCH_beta,LKV_LLF,LKV_BIC,LR_stat,LR_df,LR_pval,LR_reject05,BIC_favors_spline,Half_Life,Tenth_Life,Hundredth_Life,SE_alpha,SE_c,SE_R2,SE_n_lags,Slope_1_5d,Slope_5_21d,Slope_21_63d,Slope_63_252d,g_1,g_2,g_5,g_10,g_21,g_42,g_63,g_126,g_252
XLU,Sector ETF,Utilities,12,6599,-2934.913811,5904.688519,0.905474,-2903.699869,5938.128099,62.427884,11,0.000000,True,False,3,15,65,1.248602,0.036674,0.680056,80,-0.888566,-0.791390,-0.645764,-15.367040,1.000000,0.896730,0.262181,0.211569,0.118777,0.013564,0.014335,0.000000,0.000000
XLI,Sector ETF,Industrials,12,6599,-3381.449448,6797.759792,0.918094,-3354.892350,6840.513061,53.114196,11,0.000000,True,False,6,21,73,0.607582,0.385350,0.903880,99,-0.440267,-1.291789,-0.420071,-0.600638,1.000000,0.985699,0.506664,0.343340,0.091176,0.030000,0.030703,0.003172,0.002599
XLY,Sector ETF,Consumer Disc,12,6599,-3671.470426,7377.801747,0.895397,-3641.061997,7412.852354,60.816858,11,0.000000,True,False,8,18,76,0.349107,1.312197,0.924143,98,-0.273378,-1.673770,-0.604321,-1.069806,1.000000,1.081396,0.648086,0.354043,0.068265,0.021416,0.022804,0.006753,0.002123
XLB,Sector ETF,Materials,12,6599,-4203.783229,8442.427353,0.909792,-4167.706731,8466.141823,72.152995,11,0.000000,True,False,6,18,77,0.439252,0.800501,0.918956,99,-0.373369,-1.487213,-0.560671,-0.567687,1.000000,0.969757,0.552512,0.268710,0.087328,0.030575,0.032162,0.005995,0.003560
EWJ,International,Japan,12,6599,-3829.742446,7694.345788,0.893768,-3806.601909,7743.932179,46.281074,11,0.000003,True,False,5,16,79,1.139857,0.048289,0.694036,99,-0.482369,-1.427296,-1.413015,-22.044915,1.000000,0.556014,0.421671,0.135645,0.042501,0.029283,0.012600,0.000000,0.000000
EWG,International,Germany,12,6599,-4621.274175,9277.409245,0.909584,-4590.864053,9312.456466,60.820244,11,0.000000,True,False,9,19,70,1.225757,0.032016,0.827351,98,-0.467880,-1.560557,0.437221,-16.528588,1.000000,1.240408,0.507968,0.437748,0.073864,0.032217,0.036998,0.000353,0.000000
EWU,International,UK,12,6599,-3621.264055,7277.389007,0.892057,-3588.097473,7306.923306,66.333166,11,0.000000,True,False,4,20,26,0.191299,4.950011,0.283822,81,-0.571217,-1.410670,1.318416,-20.978719,1.000000,1.077645,0.438140,0.400207,0.070947,0.001178,0.001230,0.000000,0.000000
EWC,International,Canada,12,6599,-3617.401063,7269.663021,0.911041,-3587.217884,7305.164129,60.366357,11,0.000000,True,False,6,14,79,1.579955,0.006760,0.704148,99,-0.349556,-1.701188,-0.759708,-22.180552,1.000000,0.656327,0.554778,0.225793,0.071149,0.033784,0.034043,0.000000,0.000000
EWA,International,Australia,12,6599,-4639.813524,9314.487944,0.905696,-4608.470967,9347.670295,62.685114,11,0.000000,True,False,4,15,72,0.501770,0.667096,0.883263,99,-0.690109,-1.292844,-0.441474,-0.910666,1.000000,0.788124,0.342860,0.213730,0.071337,0.022052,0.025422,0.002521,0.001019
EWZ,International,Brazil,12,6465,-7140.263045,14315.298064,0.899613,-7119.987669,14370.370242,40.550751,11,0.000029,True,False,4,14,70,0.536381,0.542645,0.920065,98,-0.653210,-1.767132,-0.932535,-0.958242,1.000000,1.011707,0.381837,0.275476,0.061873,0.042384,0.018673,0.003356,0.002021
EWY,International,South Korea,12,6508,-5825.317788,11685.436301,0.903945,-5802.935909,11736.374537,44.763758,11,0.000005,True,False,9,23,66,0.523102,0.600156,0.565586,97,-0.136277,-1.434501,-0.053499,-29.776482,1.000000,1.343500,0.802506,0.355062,0.124401,0.022388,0.022699,0.000000,0.000000
FXI,International,China,12,5402,-5123.348268,10280.682865,0.912184,-5100.139419,10327.727571,46.417699,11,0.000003,True,False,5,19,61,0.367362,1.162384,0.935112,98,-0.613341,-1.020668,-2.105966,-7.302875,1.000000,1.353738,0.382925,0.224991,0.075623,0.045951,0.008968,0.009574,0.000000
EWH,International,Hong Kong,12,6599,-4445.627517,8926.115931,0.910714,-4424.325379,8979.379118,42.604277,11,0.000013,True,False,4,16,75,0.318829,1.545660,0.983330,98,-0.670897,-1.404861,-1.694394,-2.674312,1.000000,1.001173,0.371442,0.317908,0.082762,0.024436,0.013844,0.008973,0.000089
EWT,International,Taiwan,12,6479,-5039.485803,10113.752963,0.904452,-5004.761824,10139.953738,69.447958,11,0.000000,True,False,5,14,137,0.190635,3.191526,0.940082,98,-0.509183,-1.489929,-1.220811,-2.711182,1.000000,1.245823,0.471618,0.281357,0.097911,0.023884,0.025576,0.014060,0.001466
FXE,Currency,EUR/USD,12,5105,689.089762,-1344.443408,0.958405,696.388866,-1266.267297,14.598207,11,0.201640,False,False,31,39,45,0.975961,0.076308,0.347078,82,0.129310,-0.606753,-7.640871,-21.389746,1.000000,1.039411,1.204703,0.816861,0.628948,0.027171,0.004922,0.000000,0.000000
FXY,Currency,JPY/USD,12,4812,263.680196,-493.887477,0.929467,290.616911,-455.710385,53.873428,11,0.000000,True,False,6,18,70,1.029142,0.072554,0.506028,77,-0.175434,-1.482810,0.335694,-11.674320,1.000000,0.652971,0.675539,0.218565,0.055075,0.056329,0.037891,0.000000,0.000000
FXB,Currency,GBP/USD,12,4971,427.464363,-821.310836,0.918270,436.849601,-747.632117,18.770476,11,0.065340,False,False,9,25,113,0.305064,1.454984,0.932226,99,-0.168134,-1.637261,-1.055117,-23.774193,1.000000,0.707074,0.752863,0.361527,0.123794,0.031257,0.032665,0.000776,0.000000
FXA,Currency,AUD/USD,12,4971,-506.132729,1045.883347,0.944794,-491.097276,1108.261637,30.070906,11,0.001544,True,False,11,37,45,0.630020,0.351921,0.322480,53,-0.100167,-0.667232,-30.094553,-4.497534,1.000000,1.249788,0.848921,0.535087,0.357324,0.021560,0.000000,0.000000,0.000000
FXC,Currency,CAD/USD,12,4971,1126.668523,-2219.719157,0.953777,1135.485645,-2144.904205,17.634243,11,0.090465,False,False,11,43,61,1.027329,0.055486,0.928836,99,-0.241899,-0.862580,-4.076901,-31.617855,1.000000,0.675798,0.688313,0.577017,0.318035,0.114604,0.009163,0.009291,0.000000
FXF,Currency,CHF/USD,12,4971,87.773652,-141.929414,0.949759,233.687954,-341.308823,291.828605,11,0.000000,True,True,8,9,11,0.610433,1.230652,0.150103,14,0.080855,-1.482946,-9.188098,-0.000000,1.000000,1.094813,1.150711,0.015106,0.003425,0.000000,0.000000,0.000000,0.000000
GLD,Commodity,Precious Metals,12,5373,-2522.053978,5078.070532,0.920905,-2492.976188,5113.312034,58.155580,11,0.000000,True,False,9,22,26,0.641365,0.579801,0.365023,51,-0.099969,-1.147307,-21.238764,-3.556505,1.000000,1.180028,0.850309,0.334799,0.164961,0.007028,0.000000,0.000000,0.000000
SLV,Commodity,Precious Metals,12,5011,-4874.115803,9781.885154,0.930637,-4856.065902,9838.332610,36.099801,11,0.000163,True,False,8,26,59,0.882825,0.162192,0.548384,99,-0.325920,-1.302231,-2.558794,-27.027317,1.000000,0.579290,0.580947,0.315701,0.126891,0.056220,0.001520,0.000000,0.000000
USO,Commodity,Energy,12,5024,-5433.283616,10900.232302,0.882910,-5427.158849,10980.561708,12.249534,11,0.345182,False,False,5,19,43,0.535010,0.711930,0.934546,99,-0.473552,-1.148771,-4.278227,0.157905,1.000000,0.836820,0.455104,0.206156,0.080793,0.011255,0.001201,0.001307,0.001437
UNG,Commodity,Energy,12,4768,-6520.349203,13074.130258,0.916830,-6508.569849,13142.509142,23.558709,11,0.014728,True,False,13,28,39,0.407132,1.033850,0.751838,92,-0.035923,-1.329729,-3.752085,0.230504,1.000000,1.145940,1.019200,1.046553,0.315081,0.007484,0.007346,0.008033,0.009716
DBA,Commodity,Agriculture,12,4838,-1318.373767,2670.244519,0.929609,-1311.118692,2747.851076,14.510151,11,0.206038,False,False,11,37,45,1.038329,0.096247,0.901907,98,-0.358385,-1.178311,-8.158584,-16.588944,1.000000,1.230959,0.606930,0.536905,0.207355,0.022811,0.000125,0.000125,0.000000
DBB,Commodity,Industrial Metals,12,4838,-3020.446572,6074.390128,0.940245,-3005.453691,6136.521074,29.985762,11,0.001593,True,False,7,26,119,0.060948,10.000000,0.880044,97,-0.171293,-1.181190,-0.767738,-2.326406,1.000000,1.034040,0.711999,0.231005,0.119314,0.064643,0.056318,0.007916,0.002052
DBC,Commodity,Broad Commodity,12,5068,-2671.696265,5377.096349,0.926903,-2655.221846,5436.833012,32.948839,11,0.000536,True,False,8,16,107,0.402483,0.867793,0.916027,98,-0.321307,-1.760089,-1.809149,-0.584724,1.000000,1.057787,0.609429,0.330342,0.077607,0.078148,0.015028,0.007193,0.007440
TLT,Fixed Income,Long Govt,12,5955,-1704.597706,3443.609629,0.937006,-1692.282233,3513.617782,24.630945,11,0.010320,True,False,4,20,68,1.186727,0.033971,0.930647,99,-0.567459,-1.112078,-1.447737,-16.111859,1.000000,0.825935,0.408423,0.269273,0.092516,0.094580,0.015931,0.000349,0.000000
IEF,Fixed Income,Medium Govt,12,5955,2437.965556,-4841.516894,0.938521,2447.394379,-4765.735442,18.857646,11,0.063697,False,False,9,47,67,1.125504,0.039147,0.533741,68,-0.312193,-1.170975,-0.944973,-6.848437,1.000000,1.121758,0.617596,0.451259,0.125011,0.129536,0.044983,0.000000,0.000000
SHY,Fixed Income,Short Govt,12,5955,11560.233923,-23086.053629,0.931959,11583.156495,-23037.259674,45.845143,11,0.000003,True,False,4,22,84,0.943593,0.083000,0.710524,98,-0.868574,-0.881577,-0.837202,-10.024450,1.000000,1.157592,0.276157,0.287693,0.103261,0.056440,0.044528,0.000000,0.000000
HYG,Fixed Income,High Yield,12,4773,1981.268986,-3929.101432,0.878107,2032.774480,-3940.161936,103.010988,11,0.000000,True,True,4,13,72,0.658302,0.392160,0.776840,99,-0.675535,-1.582711,-0.823862,-30.491202,1.000000,0.749477,0.338288,0.157587,0.038928,0.012247,0.013262,0.001658,0.000000
LQD,Fixed Income,Investment Grade,12,5955,2368.668198,-4702.922179,0.887942,2398.666931,-4668.280546,59.997464,11,0.000000,True,False,3,15,54,0.630638,0.495417,0.823528,99,-1.116353,-0.951390,-2.108857,-29.681875,1.000000,0.596748,0.178921,0.164637,0.052157,0.015443,0.002243,0.000113,0.000000
BTC-USD,Crypto,Bitcoin,12,4214,-6149.998588,12332.872324,0.830166,-6072.776344,12268.834496,154.444487,11,0.000000,True,True,2,8,22,0.359429,1.748305,0.551530,80,-0.537078,-1.879446,-0.985294,-16.394144,1.000000,0.261516,0.345386,0.064919,0.011387,0.012445,0.007468,0.000000,0.000000
ETH-USD,Crypto,Ethereum,12,3065,-4842.908159,9717.208930,0.828800,-4811.569463,9740.861223,62.677392,11,0.000000,True,False,6,8,42,2.799486,0.000176,0.652338,53,-0.110907,-2.310967,-15.132412,-0.958994,1.000000,0.644456,0.661671,0.037917,0.022927,0.006840,0.000000,0.000000,0.000000
LTC-USD,Crypto,Litecoin,12,4214,-7556.379267,15145.633683,0.893614,-7530.318772,15183.919351,52.120990,11,0.000000,True,False,2,19,42,0.518766,0.656520,0.406335,96,-0.515942,-0.855070,-2.781836,-25.700554,1.000000,0.439526,0.397198,0.167054,0.072395,0.009817,0.010887,0.000000,0.000000
XRP-USD,Crypto,Ripple,12,3065,-5178.179818,10387.752249,0.601992,-5086.154373,10290.031042,184.050892,11,0.000000,True,True,2,6,9,0.303946,3.298149,0.492292,86,-1.086511,-1.764024,-5.900672,-26.053976,1.000000,0.202901,0.132808,0.005357,0.006254,0.007653,0.000010,0.000003,0.000000
^VIX,Volatility,Vol Index,12,6599,-14749.410856,29533.682607,0.693056,-14694.014521,29518.757403,110.792669,11,0.000000,True,True,3,8,16,0.096608,10.000000,0.475670,99,-1.302025,-2.352066,0.036186,-0.013343,1.000000,0.734454,0.135099,0.055921,0.010433,0.009202,0.010664,0.007472,0.004683
AAPL,US Stock,Mega-Cap Tech,12,6599,-6954.427317,13943.715530,0.900433,-6921.736021,13974.200403,65.382592,11,0.000000,True,False,5,19,128,0.096412,8.175556,0.857353,99,-0.466148,-1.141471,-0.811983,-12.502780,1.000000,0.712686,0.454972,0.215096,0.072353,0.017060,0.019708,0.011669,0.000000
MSFT,US Stock,Mega-Cap Tech,12,6599,-5707.459289,11449.779473,0.931055,-5651.888330,11434.505021,111.141917,11,0.000000,True,True,6,12,73,0.224418,2.462635,0.265757,76,-0.430447,-2.160605,-0.054121,-13.725757,1.000000,0.759681,0.503786,0.189570,0.049245,0.051627,0.111354,0.000000,0.000000
GOOG,US Stock,Mega-Cap Tech,12,5437,-5156.411051,10346.836913,0.954260,-5082.592574,10292.740687,147.636955,11,0.000000,True,True,6,11,69,0.066276,10.000000,0.184065,70,-0.155677,-1.760823,0.453775,-9.072097,1.000000,0.605102,0.677480,0.108230,0.059258,0.071978,0.221653,0.000000,0.000000
AMZN,US Stock,Mega-Cap Tech,12,6599,-8226.917653,16488.696202,0.856055,-8018.217224,16167.162809,417.400858,11,0.000000,True,True,2,12,69,0.070620,10.000000,0.115787,70,-0.392840,-2.298946,0.838897,-8.412029,1.000000,0.487545,0.509381,0.164420,0.036917,0.060222,0.348514,0.000000,0.000000
NVDA,US Stock,Mega-Cap Tech,12,6599,-9794.366560,19623.594016,0.924526,-9725.541412,19581.811185,137.650296,11,0.000000,True,True,2,10,77,0.124862,6.400853,0.928692,99,-0.706349,-0.999762,-0.906709,-0.845884,1.000000,0.464432,0.302143,0.094116,0.072486,0.015528,0.021676,0.008584,0.004425
META,US Stock,Mega-Cap Tech,12,3485,-3836.729941,7705.459939,0.977017,-3773.512001,7667.024213,126.435881,11,0.000000,True,True,5,7,97,0.076868,10.000000,-0.486716,97,-0.468400,-1.499200,1.280990,-33.959644,1.000000,1.365272,0.388652,0.019318,0.023700,0.029661,0.066564,0.023855,0.000000
JPM,US Stock,Large Value,12,6599,-5985.484759,12005.830413,0.907256,-5941.046410,12012.821180,88.876698,11,0.000000,True,False,5,23,66,0.348183,1.316657,0.893117,98,-0.553741,-0.833903,-1.827242,-19.111347,1.000000,1.165446,0.400078,0.130931,0.106342,0.033665,0.012771,0.005002,0.000000
JNJ,US Stock,Large Value,12,6599,-3006.051364,6046.963624,0.892949,-2967.182754,6065.093869,77.737220,11,0.000000,True,False,2,17,32,0.308395,2.477321,0.368035,52,-0.452705,-1.613287,-24.999080,-11.099987,1.000000,0.474227,0.427793,0.207911,0.018027,0.000001,0.000000,0.000000,0.000000
XOM,US Stock,Large Value,12,6599,-4940.641841,9916.144578,0.916772,-4923.548497,9977.825355,34.186687,11,0.000337,True,False,5,27,75,1.476827,0.010645,0.844256,98,-0.492388,-1.365208,-1.750147,-21.490186,1.000000,1.093742,0.478010,0.295005,0.112953,0.043246,0.020178,0.000001,0.000000
PG,US Stock,Large Value,12,6599,-3141.191292,6317.243480,0.904214,-3103.030267,6336.788894,76.322050,11,0.000000,True,False,5,11,54,0.603695,0.518216,0.400751,58,-0.507294,-0.876261,-8.072662,0.787401,1.000000,0.814846,0.410529,0.105140,0.081133,0.039441,0.000000,0.000000,0.000000
KO,US Stock,Large Value,12,6599,-3181.017641,6396.896179,0.924990,-3122.315608,6375.359576,117.404067,11,0.000000,True,True,4,15,74,0.826230,0.159478,0.431397,80,-1.074869,-1.134251,-0.179000,-14.090619,1.000000,1.328306,0.202398,0.208871,0.050138,0.059120,0.044961,0.000000,0.000000
PFE,US Stock,Large Value,12,6599,-4951.004191,9936.869277,0.896710,-4926.025319,9982.778998,49.957744,11,0.000001,True,False,4,13,74,0.638654,0.392686,0.530636,83,-0.722268,-1.782057,-0.679039,-18.334561,1.000000,0.925668,0.329815,0.190754,0.038908,0.027450,0.025767,0.000000,0.000000
IBM,US Stock,Classic Tech,12,6599,-5062.776636,10160.414169,0.858708,-4854.652681,9840.033722,416.247912,11,0.000000,True,True,7,14,68,0.064798,10.000000,0.065733,65,0.048012,-2.191952,1.066244,-6.709951,1.000000,1.038735,0.963337,0.174784,0.044797,0.077830,0.518879,0.000000,0.000000
GE,US Stock,Classic Industrial,12,6599,-6065.060159,12164.981214,0.952775,-6003.481389,12137.691139,123.157540,11,0.000000,True,True,4,13,127,0.072652,10.000000,0.728906,98,-1.005703,-1.149493,0.395160,-13.253429,1.000000,1.021770,0.219676,0.176345,0.060011,0.047821,0.056035,0.010264,0.000000
INTC,US Stock,Classic Tech,12,6599,-7402.273342,14839.407581,0.963492,-7328.586927,14787.902214,147.372832,11,0.000000,True,True,2,6,130,0.084049,10.000000,0.721643,99,-1.490848,-0.173437,-1.835921,-2.068407,1.000000,0.463632,0.100268,0.101309,0.090314,0.011336,0.014565,0.010966,0.002380
CSCO,US Stock,Classic Tech,12,6599,-6385.476462,12805.813820,0.844340,-6137.520222,12405.768804,495.912481,11,0.000000,True,True,6,9,68,0.069975,10.000000,0.086304,66,0.082034,-1.643599,0.987976,-6.693113,1.000000,0.793707,0.891509,0.076940,0.037961,0.065257,0.374858,0.000000,0.000000
T,US Stock,Classic Telecom,12,6599,-4691.044584,9416.950064,0.950345,-4619.044673,9368.817706,143.999823,11,0.000000,True,True,3,13,68,0.065935,10.000000,0.128467,68,-1.068987,-0.997811,0.342015,-8.081052,1.000000,1.079352,0.201216,0.166122,0.075257,0.077411,0.160495,0.000000,0.000000
BAC,US Stock,Banks,12,6599,-6458.536471,12951.933838,0.917778,-6407.333890,12945.396141,102.405161,11,0.000000,True,True,5,17,76,1.586289,0.006976,0.730058,95,-0.587807,-1.043870,-1.165250,-22.576415,1.000000,0.937008,0.367188,0.130839,0.051427,0.063326,0.016933,0.000000,0.000000
GS,US Stock,Banks,12,6599,-6422.155424,12879.171743,0.922605,-6385.360033,12901.448427,73.590781,11,0.000000,True,False,4,14,74,0.666843,0.289812,0.801881,98,-0.636756,-1.304673,-0.079735,-1.501105,1.000000,1.033009,0.379261,0.219831,0.089408,0.040901,0.046056,0.002406,0.000461
C,US Stock,Banks,12,6599,-6716.877538,13468.615972,0.914282,-6678.573352,13487.875065,76.608372,11,0.000000,True,False,3,15,64,0.361563,1.301598,0.910233,99,-0.875596,-0.927000,-1.597114,-18.804159,1.000000,0.814694,0.253606,0.153322,0.071719,0.032980,0.010237,0.003400,0.000000
MS,US Stock,Banks,12,6599,-7191.133601,14417.128098,0.914077,-7165.182546,14461.093453,51.902109,11,0.000000,True,False,4,20,73,0.483890,0.679902,0.961491,98,-0.839299,-0.812780,-1.045360,-2.670264,1.000000,1.120935,0.280771,0.257308,0.086877,0.030305,0.019945,0.003197,0.000056
CVX,US Stock,Energy,12,6599,-5161.342716,10357.546329,0.905660,-5145.583960,10421.896280,31.517513,11,0.000911,True,False,9,14,78,0.810075,0.178399,0.580020,87,-0.338654,-2.049289,-1.794514,-21.086930,1.000000,0.739923,0.596135,0.308877,0.073970,0.026382,0.024162,0.000000,0.000000
COP,US Stock,Energy,12,6599,-6450.694643,12936.250183,0.930969,-6434.468445,12999.665250,32.452398,11,0.000645,True,False,3,24,79,0.503986,0.612252,0.976911,99,-0.752322,-0.967590,-2.074295,-9.498223,1.000000,0.585508,0.312058,0.254191,0.109937,0.032236,0.014300,0.001179,0.000000
SLB,US Stock,Energy,12,6599,-7374.645486,14784.151868,0.949274,-7353.983945,14838.696250,41.323082,11,0.000021,True,False,4,30,74,1.302010,0.018128,0.865374,99,-0.541543,-0.985902,-0.388251,-10.017163,1.000000,0.823745,0.456215,0.475441,0.203111,0.065022,0.069731,0.001820,0.000000
WMT,US Stock,Consumer,12,6599,-4241.049319,8516.959534,0.929623,-4176.130005,8482.988371,129.838627,11,0.000000,True,True,2,12,97,0.080280,10.000000,0.629846,99,-1.192067,-2.132147,-0.489993,-33.392292,1.000000,0.387644,0.169508,0.185530,0.029018,0.026494,0.023197,0.037041,0.000000
MCD,US Stock,Consumer,12,6599,-3988.335176,8011.531248,0.926931,-3953.197635,8037.123630,70.275083,11,0.000000,True,False,3,15,62,1.253949,0.033019,0.750782,83,-0.989677,-0.752348,-1.957971,-16.523494,1.000000,0.677462,0.209120,0.127938,0.069216,0.040935,0.008830,0.000000,0.000000
NKE,US Stock,Consumer,12,6599,-6250.445582,12535.752060,0.963841,-6096.244174,12323.216709,308.402816,11,0.000000,True,True,4,12,73,0.073143,10.000000,0.180621,75,-0.625202,-1.505741,-0.203571,-13.049795,1.000000,0.810572,0.352147,0.112911,0.041155,0.053872,0.147774,0.000000,0.000000
HD,US Stock,Consumer,12,6599,-5281.930921,10598.722739,0.918803,-5253.888025,10638.504410,56.085793,11,0.000000,True,False,4,18,72,0.422023,0.907869,0.464919,75,-0.681704,-1.379542,-0.652700,-11.227584,1.000000,0.838397,0.343748,0.293578,0.040147,0.041157,0.050447,0.000000,0.000000
COST,US Stock,Consumer,12,6599,-4934.347168,9903.555232,0.942961,-4862.633184,9855.994730,143.427966,11,0.000000,True,True,4,21,48,1.048041,0.088530,0.437133,50,-0.738912,-0.461364,-30.312353,-3.267550,1.000000,0.940698,0.304936,0.182623,0.099337,0.094840,0.000000,0.000000,0.000000
UNH,US Stock,Healthcare,12,6599,-6208.798255,12452.457405,0.894146,-6144.737290,12420.202941,128.121929,11,0.000000,True,True,7,17,106,0.100681,6.581435,0.757116,97,-0.149343,-1.777507,0.468230,-2.515600,1.000000,1.190385,0.745501,0.250083,0.052232,0.047531,0.055751,0.008512,0.000256
ABT,US Stock,Healthcare,12,6599,-4771.484442,9577.829781,0.944983,-4744.827125,9620.382610,53.314635,11,0.000000,True,False,3,21,150,0.168676,3.723036,0.894115,99,-0.536285,-0.724489,-0.665652,-8.403380,1.000000,0.520952,0.400520,0.248905,0.086966,0.025512,0.027270,0.017401,0.000000
MRK,US Stock,Healthcare,12,6599,-5584.391670,11203.644236,0.907257,-5536.241424,11203.211209,96.300491,11,0.000000,True,True,2,11,26,0.102142,10.000000,0.192629,61,-0.358841,-1.185794,-14.056032,-4.682802,1.000000,0.439713,0.506963,0.102115,0.089729,0.006721,0.000000,0.000000,0.000000
CAT,US Stock,Industrials,12,6599,-6671.431834,13377.724565,0.948647,-6646.039527,13422.807416,50.784614,11,0.000000,True,False,11,45,69,0.994584,0.058004,0.305497,65,0.064051,-1.451297,-1.403275,-7.540834,1.000000,1.142455,1.050367,0.516852,0.121693,0.151707,0.267208,0.000000,0.000000
BA,US Stock,Industrials,12,6599,-6606.021327,13246.903550,0.928737,-6571.471596,13273.671553,69.099461,11,0.000000,True,False,5,15,85,0.312632,1.487661,0.912703,99,-0.507827,-1.387718,-0.651471,-6.411162,1.000000,0.731868,0.442835,0.220183,0.081434,0.031833,0.033985,0.003912,0.000000
MMM,US Stock,Industrials,12,6599,-5065.855107,10166.571110,0.929785,-4900.127307,9930.982974,331.455600,11,0.000000,True,True,9,16,134,0.060472,10.000000,0.607292,99,-0.024711,-2.136818,-0.347982,-34.527949,1.000000,0.745951,0.920591,0.363100,0.070607,0.065455,0.063405,0.191794,0.000000
HON,US Stock,Industrials,12,6599,-5123.036295,10280.933487,0.920888,-5080.979188,10292.686736,84.114216,11,0.000000,True,False,4,14,84,1.165680,0.036808,0.486540,98,-0.681188,-2.006073,-0.340220,-19.876368,1.000000,0.788760,0.358868,0.260540,0.039182,0.040069,0.041570,0.000000,0.000000
TSLA,US Stock,High Vol,12,3962,-5934.628154,11901.850091,0.954411,-5916.130921,11954.488528,36.994465,11,0.000115,True,False,4,25,129,0.391145,0.828257,0.850846,98,-0.939940,-0.529690,-0.163875,-11.291047,1.000000,1.280758,0.252046,0.343542,0.134816,0.061825,0.064627,0.013202,0.000000
AMD,US Stock,High Vol,12,6599,-10730.715620,21496.292137,0.945429,-10669.616794,21469.961948,122.197653,11,0.000000,True,True,6,11,76,0.521380,0.525171,0.233768,81,-0.353841,-1.806110,-0.002080,-17.746732,1.000000,1.058619,0.534481,0.110558,0.052333,0.069317,0.102524,0.000000,0.000000
